date,max_price,min_price,last_price,last_deal_price,first_price,yesterday_price,value,volume,count
20190918,15005.0,14201.0,14663.0,15005.0,14723.0,14291.0,15669105276.0,1068643,387
20190917,14540.0,14036.0,14291.0,14402.0,14500.0,14774.0,44230704805.0,3095046,531
20190916,15200.0,14410.0,14774.0,14427.0,15198.0,15142.0,16214771670.0,1097492,526
20190915,15460.0,14963.0,15142.0,14999.0,15460.0,15698.0,19749134999.0,1304268,641
20190914,16219.0,14997.0,15698.0,15200.0,16145.0,15588.0,22847249182.0,1455447,856
20190911,15637.0,15220.0,15588.0,15637.0,15615.0,14893.0,14145310791.0,907433,502
20190908,15186.0,14200.0,14893.0,15186.0,14731.0,14463.0,19426219823.0,1304401,706
20190907,14654.0,14212.0,14463.0,14400.0,14500.0,14298.0,10020515402.0,692826,327
20190904,14650.0,14101.0,14298.0,14379.0,14650.0,14015.0,3233017906.0,224620,176
20190903,14657.0,13512.0,14015.0,14399.0,14221.0,14222.0,6922932866.0,493952,282
20190902,14689.0,14187.0,14222.0,14249.0,14270.0,14933.0,14216512457.0,999580,440
20190901,16090.0,14696.0,14933.0,14960.0,15469.0,15469.0,21428271320.0,1435007,590
20190831,15555.0,14850.0,15469.0,15555.0,15300.0,14815.0,31863858942.0,2059825,503
20190828,15310.0,13970.0,14815.0,15120.0,14299.0,14582.0,35157664196.0,2373150,697
20190827,14613.0,14000.0,14582.0,14162.0,14613.0,13918.0,23503346222.0,1611838,266
20190826,13918.0,13918.0,13918.0,13918.0,13918.0,13256.0,5238373332.0,376374,59
20190825,13256.0,13256.0,13256.0,13256.0,13256.0,12625.0,5990598496.0,451916,97
20190824,12989.0,12989.0,12625.0,12989.0,12989.0,12371.0,1604115522.0,123498,44
20190821,12601.0,12601.0,12371.0,12601.0,12601.0,12001.0,2329181441.0,184841,59
20190819,12001.0,12001.0,12001.0,12001.0,12001.0,11430.0,3612301000.0,301000,80
20190818,11631.0,11009.0,11430.0,11631.0,11200.0,11078.0,9451341792.0,826908,304
20190817,11199.0,11000.0,11078.0,11150.0,11099.0,10887.0,7587580209.0,684940,308
20190814,11050.0,10632.0,10887.0,11000.0,10640.0,10822.0,11665895553.0,1071512,289
20190813,11100.0,10645.0,10822.0,10794.0,11100.0,10923.0,2069335612.0,192228,126
20190811,11159.0,10711.0,10923.0,10864.0,10711.0,10927.0,2594043475.0,237497,158
20190810,11102.0,10711.0,10927.0,10994.0,11000.0,10955.0,2003773369.0,183679,140
20190807,11120.0,10550.0,10955.0,11000.0,11000.0,11098.0,5222926893.0,476766,272
20190806,11635.0,10792.0,11098.0,11111.0,11200.0,11243.0,9233079869.0,831923,330
20190805,11243.0,11243.0,11243.0,11243.0,11243.0,10708.0,4995950723.0,444361,69
20190804,10736.0,10353.0,10708.0,10736.0,10689.0,10225.0,4086016677.0,381602,115
20190803,10439.0,10050.0,10225.0,10353.0,10050.0,10218.0,2377697279.0,232502,162
20190731,10302.0,10040.0,10218.0,10120.0,10300.0,10320.0,5049099044.0,494159,159
20190730,10557.0,10201.0,10320.0,10395.0,10557.0,10558.0,4752776328.0,460546,203
20190729,11100.0,10406.0,10558.0,10507.0,11100.0,10952.0,4590224939.0,434781,168
20190728,10970.0,10650.0,10952.0,10970.0,10840.0,10448.0,19129338806.0,1746613,394
20190727,10509.0,10002.0,10448.0,10509.0,10199.0,10009.0,7663344864.0,733482,294
20190724,10299.0,10000.0,10009.0,10025.0,10075.0,10112.0,7218987274.0,721269,219
20190723,10570.0,10000.0,10112.0,10070.0,10210.0,10324.0,4733564174.0,468118,105
20190722,10650.0,10202.0,10324.0,10400.0,10650.0,10427.0,4728847721.0,458045,169
20190721,10650.0,10006.0,10427.0,10549.0,10006.0,10366.0,8983883075.0,861585,250
20190720,10444.0,9953.0,10366.0,10395.0,10400.0,10444.0,7213085431.0,695811,201
20190717,10890.0,9952.0,10444.0,10400.0,9952.0,10421.0,7190674287.0,688527,225
20190716,10826.0,10411.0,10421.0,10666.0,10705.0,10958.0,8938749782.0,857769,226
20190715,11169.0,10650.0,10958.0,10756.0,10787.0,11172.0,13515458392.0,1233335,411
20190714,11798.0,10806.0,11172.0,11290.0,11798.0,11316.0,13526597440.0,1210737,572
20190713,11554.0,11258.0,11316.0,11469.0,11554.0,11258.0,14462521919.0,1278079,548
20190710,11265.0,11002.0,11258.0,11265.0,11263.0,10729.0,36879210079.0,3275693,552
20190709,10922.0,10411.0,10729.0,10922.0,10899.0,10402.0,24040983340.0,2240657,680
20190708,10403.0,10249.0,10402.0,10403.0,10403.0,9908.0,14367917131.0,1381317,327
20190707,10250.0,9622.0,9908.0,10249.0,9950.0,9948.0,10918723494.0,1102028,458
20190706,10400.0,9690.0,9948.0,9899.0,10400.0,9920.0,10112652195.0,1016544,480
20190703,9955.0,9660.0,9920.0,9955.0,9671.0,9481.0,22545643168.0,2272773,666
20190702,9570.0,9140.0,9481.0,9520.0,9140.0,9131.0,4871492383.0,513829,276
20190701,9479.0,9000.0,9131.0,9385.0,9061.0,9226.0,4369028811.0,478482,361
20190630,9400.0,8955.0,9226.0,9057.0,9400.0,9212.0,8165224389.0,885058,505
20190626,9659.0,9177.0,9212.0,9312.0,9659.0,9660.0,26374415160.0,2862902,946
20190625,10265.0,9489.0,9660.0,9579.0,10003.0,9988.0,19659596716.0,2035178,673
20190624,10000.0,9800.0,9988.0,9968.0,9950.0,9524.0,17543987758.0,1756586,715
20190623,9941.0,9446.0,9524.0,9604.0,9446.0,9943.0,42462841976.0,4458360,1023
20190622,9503.0,9503.0,9943.0,9503.0,9503.0,10003.0,341376269.0,35923,38
20190619,10003.0,10003.0,10003.0,10003.0,10003.0,10529.0,3442832540.0,344180,47
20190618,10075.0,10075.0,10529.0,10075.0,10075.0,10605.0,433628000.0,43040,35
20190617,10605.0,10605.0,10605.0,10605.0,10605.0,11163.0,196722750.0,18550,18
20190610,12056.0,11482.0,11863.0,11897.0,11482.0,10936.0,29372727869.0,2476032,782
20190603,11240.0,11240.0,10936.0,11240.0,11240.0,10705.0,1457490800.0,129670,43
20190602,10708.0,10500.0,10705.0,10708.0,10692.0,10199.0,5820147711.0,543677,156
20190601,10463.0,9480.0,10199.0,10463.0,10090.0,9965.0,25558516780.0,2506082,910
20190529,10160.0,9344.0,9965.0,10000.0,9750.0,9835.0,24639919004.0,2472565,1012
20190528,9999.0,9560.0,9835.0,9850.0,9902.0,9676.0,10513367353.0,1069004,457
20190526,9789.0,9363.0,9676.0,9789.0,9579.0,9323.0,16803822840.0,1736684,673
20190525,9600.0,8801.0,9323.0,9436.0,9289.0,9152.0,13001110304.0,1394465,558
20190522,9340.0,8931.0,9152.0,9200.0,9340.0,8915.0,10238557418.0,1118749,591
20190521,8925.0,8701.0,8915.0,8925.0,8800.0,8500.0,13282084965.0,1489920,471
20190520,8720.0,7890.0,8500.0,8687.0,8720.0,8305.0,19007875110.0,2236139,835
20190519,8322.0,8120.0,8305.0,8322.0,8159.0,7926.0,10258777732.0,1235271,241
20190518,7995.0,7710.0,7926.0,7995.0,7850.0,7615.0,10723529116.0,1352899,369
20190515,7880.0,7452.0,7615.0,7679.0,7880.0,7533.0,2817018480.0,369910,186
20190514,7640.0,7450.0,7533.0,7639.0,7636.0,7523.0,8468505331.0,1124197,415
20190513,7642.0,7001.0,7523.0,7628.0,7001.0,7290.0,3271474758.0,434873,145
20190512,7800.0,7259.0,7290.0,7530.0,7360.0,7641.0,2675240059.0,366956,240
20190511,7649.0,7400.0,7641.0,7649.0,7649.0,7285.0,8899885061.0,1164685,234
20190508,7783.0,7077.0,7285.0,7600.0,7077.0,7449.0,3982936736.0,546701,203
20190507,7500.0,7448.0,7449.0,7448.0,7500.0,7839.0,4026669444.0,540569,162
20190506,8149.0,7741.0,7839.0,7751.0,8149.0,8148.0,4334105235.0,552871,258
20190505,8220.0,8029.0,8148.0,8060.0,8150.0,8046.0,8758275137.0,1074930,366
20190504,8100.0,7829.0,8046.0,8085.0,7829.0,8087.0,8606388269.0,1069617,372
20190501,8250.0,7601.0,8087.0,8021.0,7776.0,7934.0,5329929204.0,659070,264
20190430,8150.0,7613.0,7934.0,7800.0,8006.0,7948.0,3673949667.0,463074,224
20190429,8087.0,7832.0,7948.0,7951.0,7979.0,8244.0,4555889190.0,573179,335
20190428,8470.0,7951.0,8244.0,8000.0,8470.0,8139.0,5157194302.0,625551,310
20190427,8196.0,7872.0,8139.0,8196.0,8100.0,7806.0,11007236023.0,1352482,403
20190424,7864.0,7500.0,7806.0,7864.0,7549.0,7490.0,6127078928.0,784912,249
20190423,7650.0,7449.0,7490.0,7600.0,7449.0,7841.0,5301910624.0,707866,247
20190422,8074.0,7400.0,7841.0,7630.0,8074.0,7690.0,7007819882.0,893688,354
20190420,7695.0,7590.0,7690.0,7695.0,7687.0,7329.0,3773112124.0,490626,232
20190417,7498.0,7325.0,7329.0,7497.0,7325.0,7710.0,6681335407.0,911583,252
20190416,7990.0,7686.0,7710.0,7686.0,7990.0,8090.0,3120691183.0,404756,235
20190415,8121.0,7810.0,8090.0,8000.0,8120.0,7735.0,9831538015.0,1215224,359
20190414,7817.0,7540.0,7735.0,7817.0,7542.0,7445.0,17953490390.0,2321168,720
20190413,7445.0,7445.0,7445.0,7445.0,7445.0,7091.0,3305892690.0,444042,95
20190410,7116.0,6919.0,7091.0,7116.0,6950.0,6778.0,6215536322.0,876595,167
20190409,6849.0,6691.0,6778.0,6800.0,6750.0,6805.0,3087110579.0,455489,164
20190408,6897.0,6512.0,6805.0,6771.0,6512.0,6765.0,4334608259.0,637009,207
20190407,6859.0,6633.0,6765.0,6787.0,6633.0,6657.0,3272403803.0,483760,224
20190406,6780.0,6587.0,6657.0,6730.0,6780.0,6656.0,3500371011.0,525833,247
20190331,6900.0,6449.0,6656.0,6676.0,6900.0,6737.0,2412551761.0,362441,227
20190330,6868.0,6642.0,6737.0,6850.0,6799.0,6586.0,3873942445.0,575031,307
20190327,6674.0,6369.0,6586.0,6674.0,6398.0,6357.0,7274487512.0,1104466,463
20190326,6415.0,6301.0,6357.0,6379.0,6412.0,6368.0,4020342236.0,632477,190
