date,max_price,min_price,last_price,last_deal_price,first_price,yesterday_price,value,volume,count
20190723,10532,8618,9234,9249,9700,9575,13039367453,1412177,575
20190722,10956,8964,9575,9397,9947,9960,17586173940,1836707,821
20190721,11238,9196,9960,9900,10500,10217,25583902406,2568714,854
20190720,11111,9091,10217,10090,10000,10101,15876527868,1554004,595
20190717,11118,9098,10101,10000,9345,10108,19521344395,1932684,725
20190716,12238,10014,10108,10014,10210,11126,9532226295,943047,421
20190715,13394,10960,11126,10960,11900,12177,32275959622,2901040,969
20190714,13971,11431,12177,12110,12650,12701,23665237247,1943483,913
20190713,13267,10855,12701,12350,12330,12061,29732153359,2340903,908
20190710,12159,9949,12061,12159,11522,11054,57240512488,4745723,1102
20190709,12227,10005,11054,11656,10888,11116,49251453083,4455685,1358
20190708,12162,9952,11120,10606,11500,11057,42687320879,3838653,1379
20190707,11128,9106,11057,11128,10820,10117,22509024132,2035770,653
20190706,10551,8633,10117,10551,9320,9592,38923792958,3847288,1138
20190703,10002,8184,9592,9577,9850,9093,16267167272,1695912,657
20190702,10035,8211,9093,9260,9200,9123,10566087382,1162037,523
20190701,10197,8343,9123,9060,9490,9270,8768967307,961220,366
20190630,10458,8558,9270,9300,9400,9508,9360188170,1009689,491
20190626,10803,8839,9508,9350,10170,9821,20933780545,2201662,848
20190625,10446,8548,9821,9899,9860,9497,27356469285,2785496,1090
20190624,9645,7893,9497,9645,9333,8769,17854330734,1879948,699
20190623,9011,7373,8769,9011,8300,8192,13807574771,1574611,537
20190622,9524,7794,8192,8290,8500,8659,8434478716,1029611,420
20190619,9918,8116,8659,8500,9021,9017,5901175236,681513,402
20190618,9963,8153,9017,8800,9000,9058,9211879968,1021667,409
20190617,10028,8206,9058,9006,8980,9117,15552451705,1716914,784
20190616,9945,8137,9117,8770,9350,9041,15848530163,1738359,557
20190615,10408,8516,9041,9064,9300,9462,11465111943,1268159,494
20190612,9878,8082,9462,9321,9250,8980,24552327770,2594737,971
20190611,9721,7955,8980,9000,8700,8838,37816702458,4211043,1367
20190610,10158,8312,8838,8500,9350,9235,23898996062,2704249,936
20190609,9542,7808,9235,9201,9255,8675,32118230324,3477894,1434
20190608,10397,8507,8675,8510,9200,9452,27401954910,3158571,1278
20190603,10340,8460,9452,8800,9779,9400,36274425342,3837889,1547
20190602,10857,8883,9400,9697,9830,9870,109808336552,11681763,3706
20190601,11084,9070,9870,9900,10000,10077,44113366178,4469375,1435
20190529,12025,9839,10077,9839,10899,10932,40501843355,4019409,1355
20190528,12464,10198,10932,10550,11100,11331,70137953606,6416042,2061
20190526,12237,10013,11331,10520,12237,11125,208315902101,18385381,3936
20190525,10202,8348,11125,11222,10202,9275,4750021882,426971,92
20190508,9313,7621,9275,9313,8968,8467,31554091653,3402016,583
20190507,8968,7338,8467,8968,8964,8153,63570938400,7508393,1592
20190506,9892,8094,8153,8153,8153,8993,2990724225,366825,27
20190501,9214,7540,8993,8600,9000,8377,1124175200,125009,23
20190430,8501,6957,8377,8501,7990,7729,61740926478,7369975,1441
20190429,8008,6552,7729,7999,7555,7280,38319922883,4957723,1209
20190428,7341,6007,7280,7341,7300,6674,38959584748,5351645,1109
20190427,6750,5524,6674,6750,6280,6137,10325195224,1546968,242
20190424,6816,5578,6137,6092,6051,6197,9280019882,1512244,373
20190423,6989,5719,6197,6150,6060,6354,10133934558,1635297,347
20190422,7186,5880,6354,6185,6663,6533,11696967849,1841024,567
20190420,6761,5533,6533,6100,6279,6147,15315130441,2344316,557
20190417,7040,5760,6147,6165,5900,6400,7966955078,1296068,324
20190416,6799,5563,6400,6100,6250,6181,20717543308,3237340,913
20190415,6212,5084,6181,6212,5710,5648,31566245137,5106611,760
20190414,6452,5280,5648,5700,5700,5866,5058166675,895545,273
20190413,6323,5175,5866,5750,5740,5749,7979267829,1360328,353
20190410,5989,4901,5749,5732,5400,5445,8867328990,1542431,422
20190409,6169,5049,5445,5500,5450,5609,6965739214,1279345,427
20190408,6273,5133,5609,5590,5581,5703,2425548959,432442,143
20190407,6339,5187,5703,5700,5778,5763,6916363978,1212794,435
20190406,6546,5356,5763,5640,5950,5951,5314492666,922175,353
20190331,6514,5330,5951,5910,5988,5922,4717554406,792733,300
20190330,6152,5034,5922,6038,5600,5593,6334392546,1069652,407
20190327,6063,4961,5593,5545,5565,5512,4552182824,813859,291
20190326,5923,4847,5512,5565,5482,5385,5247782378,952144,325
20190325,5832,4772,5385,5388,5237,5302,2476959989,459984,172
20190319,5696,4662,5302,5261,5343,5179,2775102412,523408,200
20190318,5604,4586,5179,5210,5210,5095,6197811307,1196622,319
20190317,5581,4567,5095,5100,5090,5074,3894026139,764249,341
20190316,5643,4617,5074,5067,5159,5130,6108499927,1203792,413
20190313,5742,4698,5130,5108,5200,5220,9273935442,1807683,402
20190312,5855,4791,5220,5157,5256,5323,5133067243,983307,295
20190311,5780,4730,5323,5255,5377,5255,5769639859,1083943,260
