date,max_price,min_price,last_price,last_deal_price,first_price,yesterday_price,value,volume,count
20190723,2064,1868,1987,1965,2004,1966,1248563457,628413,96
20190722,2006,1816,1966,1980,1988,1911,1536932347,781944,121
20190721,1996,1806,1911,1910,1903,1901,962875429,503848,73
20190720,2011,1821,1901,1903,1843,1916,492178064,258920,79
20190717,1976,1788,1916,1841,1969,1882,1883670054,983088,220
20190716,1907,1727,1882,1907,1898,1817,1808911850,961026,166
20190715,1949,1765,1817,1865,1850,1857,3237615987,1781503,266
20190714,1977,1789,1857,1790,1977,1883,5109441498,2751144,455
20190713,53,49,1883,1891,1800,51,943009190,500930,85
